property_type,price_category,city_code,prefecture,city,district,nearest_station,station_minutes,price,layout,area_sqm,year_built,structure,usage,future_use,urban_planning,building_coverage_ratio,floor_area_ratio,transaction_period,renovation,transaction_note
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸西,高井戸,5.0,65000000,２ＬＤＫ,55,2003年,ＲＣ,住宅,住宅,近隣商業,80.0,300.0,2025年第2四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸西,高井戸,7.0,62000000,３ＬＤＫ,65,2000年,ＳＲＣ,住宅,住宅,１中住専,60.0,200.0,2025年第1四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸西,高井戸,5.0,20000000,,20,1999年,ＲＣ,,,近隣商業,80.0,300.0,2025年第1四半期,,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸西,高井戸,8.0,22000000,１ＤＫ,30,1996年,ＲＣ,住宅,住宅,準住居,60.0,300.0,2025年第1四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸西,高井戸,7.0,65000000,３ＬＤＫ,70,2000年,ＳＲＣ,住宅,住宅,１中住専,60.0,200.0,2024年第4四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸西,高井戸,7.0,93000000,３ＬＤＫ,75,2000年,ＳＲＣ,住宅,住宅,１中住専,60.0,200.0,2024年第4四半期,改装済み,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸西,高井戸,7.0,100000000,３ＬＤＫ,80,2000年,ＳＲＣ,住宅,住宅,１中住専,60.0,200.0,2024年第4四半期,改装済み,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸西,高井戸,5.0,98000000,４ＬＤＫ,105,2003年,ＲＣ,住宅,住宅,近隣商業,80.0,300.0,2024年第3四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸西,高井戸,5.0,86000000,３ＬＤＫ,70,2010年,ＲＣ,住宅,住宅,１低住専,40.0,80.0,2024年第3四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸西,高井戸,7.0,17000000,１Ｒ,20,1986年,ＲＣ,住宅,その他,１中住専,60.0,200.0,2024年第2四半期,改装済み,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸西,高井戸,8.0,15000000,１Ｋ,15,1996年,ＲＣ,住宅,住宅,準住居,60.0,300.0,2024年第2四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸西,高井戸,9.0,8500000,１ＤＫ,15,1985年,ＲＣ,住宅,住宅,１種住居,60.0,300.0,2024年第2四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸西,高井戸,7.0,59000000,３ＬＤＫ,60,2016年,ＲＣ,住宅,住宅,準住居,60.0,300.0,2024年第2四半期,改装済み,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸西,高井戸,7.0,60000000,２ＬＤＫ,55,2010年,ＲＣ,住宅,住宅,１中住専,60.0,200.0,2024年第2四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸西,高井戸,4.0,39000000,２ＬＤＫ,60,2013年,ＲＣ,住宅,住宅,１低住専,40.0,80.0,2024年第2四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸西,高井戸,11.0,40000000,１ＬＤＫ,40,2006年,ＲＣ,住宅,住宅,１種住居,60.0,300.0,2024年第1四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸西,高井戸,7.0,76000000,３ＬＤＫ,75,2000年,ＳＲＣ,住宅,住宅,１中住専,60.0,200.0,2024年第1四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸西,高井戸,9.0,9900000,１Ｋ,15,1985年,ＲＣ,住宅,住宅,１種住居,60.0,300.0,2023年第4四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸西,富士見ケ丘,9.0,18000000,１Ｋ,20,2002年,ＲＣ,住宅,,１種住居,60.0,300.0,2025年第1四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸西,富士見ケ丘,7.0,11000000,１Ｋ,15,1984年,ＲＣ,住宅,住宅,１種住居,60.0,300.0,2024年第1四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸西,富士見ケ丘,7.0,53000000,３ＬＤＫ,70,1985年,ＲＣ,住宅,住宅,１低住専,50.0,100.0,2023年第4四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸東,高井戸,2.0,30000000,１ＬＤＫ,40,1974年,ＳＲＣ、ＲＣ,住宅,住宅,近隣商業,80.0,300.0,2025年第3四半期,改装済み,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸東,高井戸,9.0,28000000,１Ｋ,25,2012年,ＲＣ,住宅,住宅,近隣商業,80.0,300.0,2025年第3四半期,,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸東,高井戸,6.0,26000000,１Ｋ,25,2007年,ＲＣ,住宅,住宅,近隣商業,80.0,300.0,2025年第3四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸東,高井戸,9.0,29000000,１Ｋ,25,2012年,ＲＣ,住宅,住宅,近隣商業,80.0,300.0,2025年第3四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸東,高井戸,8.0,42000000,２ＬＤＫ,55,1999年,ＲＣ,住宅,住宅,１低住専,60.0,150.0,2025年第3四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸東,高井戸,10.0,70000000,３ＬＤＫ,65,2000年,ＲＣ,住宅,住宅,準住居,60.0,300.0,2025年第2四半期,改装済み,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸東,高井戸,5.0,21000000,１Ｋ,20,2002年,ＲＣ,住宅,住宅,準住居,60.0,300.0,2025年第2四半期,改装済み,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸東,高井戸,9.0,29000000,１Ｋ,25,2012年,ＲＣ,住宅,住宅,近隣商業,80.0,300.0,2025年第2四半期,,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸東,高井戸,2.0,32000000,１Ｋ,25,2012年,ＲＣ,住宅,住宅,２種住居,60.0,200.0,2025年第1四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸東,高井戸,10.0,62000000,３ＬＤＫ,70,1996年,ＲＣ,住宅,住宅,近隣商業,80.0,300.0,2025年第1四半期,改装済み,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸東,高井戸,6.0,28000000,１Ｋ,25,2015年,ＲＣ,住宅,住宅,近隣商業,80.0,300.0,2025年第1四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸東,高井戸,2.0,50000000,１ＬＤＫ,40,2011年,ＲＣ,住宅,住宅,近隣商業,80.0,300.0,2025年第1四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸東,高井戸,9.0,27000000,１Ｋ,25,2012年,ＲＣ,住宅,住宅,近隣商業,80.0,300.0,2025年第1四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸東,高井戸,14.0,61000000,３ＬＤＫ,70,1997年,ＲＣ,住宅,住宅,近隣商業,80.0,300.0,2025年第1四半期,改装済み,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸東,高井戸,8.0,88000000,３ＬＤＫ,70,2013年,ＲＣ,住宅,住宅,近隣商業,80.0,300.0,2025年第1四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸東,高井戸,9.0,24000000,１Ｋ,25,2012年,ＲＣ,住宅,住宅,近隣商業,80.0,300.0,2025年第1四半期,,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸東,高井戸,5.0,31000000,１ＤＫ,35,2009年,ＲＣ,住宅,住宅,近隣商業,80.0,300.0,2024年第4四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸東,高井戸,12.0,19000000,１Ｋ,20,2006年,ＲＣ,住宅,住宅,２種住居,60.0,300.0,2024年第3四半期,改装済み,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸東,高井戸,11.0,46000000,２ＬＤＫ,60,2001年,ＲＣ,住宅,住宅,準住居,60.0,300.0,2024年第3四半期,改装済み,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸東,高井戸,11.0,35000000,１ＬＤＫ,35,2001年,ＲＣ,住宅,住宅,準住居,60.0,300.0,2024年第2四半期,改装済み,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸東,高井戸,11.0,50000000,３ＬＤＫ,65,1985年,ＲＣ,住宅,住宅,２種住居,60.0,200.0,2024年第2四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸東,高井戸,4.0,25000000,１Ｋ,30,2002年,ＲＣ,住宅,住宅,準住居,60.0,300.0,2024年第2四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸東,高井戸,9.0,44000000,３ＬＤＫ,60,2000年,ＲＣ,住宅,住宅,２種住居,60.0,300.0,2024年第2四半期,改装済み,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸東,高井戸,9.0,45000000,３ＬＤＫ,60,1974年,ＳＲＣ,住宅,,近隣商業,80.0,300.0,2024年第2四半期,改装済み,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸東,高井戸,6.0,29000000,１Ｋ,25,2019年,ＲＣ,住宅,,近隣商業,80.0,300.0,2024年第2四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸東,高井戸,8.0,62000000,２ＬＤＫ,50,2013年,ＲＣ,住宅,住宅,近隣商業,80.0,300.0,2024年第2四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸東,高井戸,5.0,82000000,３ＬＤＫ,65,2017年,ＲＣ,住宅,住宅,近隣商業,80.0,300.0,2024年第2四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸東,高井戸,7.0,66000000,３ＬＤＫ,65,2013年,ＲＣ,住宅,住宅,近隣商業,80.0,300.0,2024年第1四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸東,高井戸,6.0,22000000,１Ｋ,20,2009年,ＲＣ,,,近隣商業,80.0,300.0,2024年第1四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸東,高井戸,6.0,29000000,１Ｋ,25,2019年,ＲＣ,住宅,住宅,近隣商業,80.0,300.0,2024年第1四半期,,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸東,高井戸,9.0,24000000,１ＬＤＫ,40,1974年,ＳＲＣ,住宅,住宅,近隣商業,80.0,300.0,2024年第1四半期,改装済み,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸東,高井戸,9.0,30000000,１Ｋ,25,2012年,ＲＣ,住宅,住宅,近隣商業,80.0,300.0,2024年第1四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸東,高井戸,4.0,22000000,１ＬＤＫ,25,2002年,ＲＣ,住宅,住宅,準住居,60.0,300.0,2024年第1四半期,,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸東,高井戸,8.0,70000000,３ＬＤＫ,60,1999年,ＲＣ,住宅,住宅,１中住専,60.0,150.0,2024年第1四半期,改装済み,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸東,高井戸,2.0,27000000,,25,2012年,ＲＣ,住宅,住宅,２種住居,60.0,200.0,2024年第1四半期,,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸東,高井戸,8.0,90000000,４ＬＤＫ,80,2013年,ＲＣ,住宅,住宅,近隣商業,80.0,300.0,2024年第1四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸東,高井戸,2.0,10000000,,35,1974年,ＳＲＣ,住宅,住宅,近隣商業,80.0,300.0,2023年第4四半期,,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸東,高井戸,9.0,24000000,１ＬＤＫ,40,1974年,ＳＲＣ,住宅,住宅,近隣商業,80.0,300.0,2023年第4四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸東,高井戸,6.0,150000000,３ＬＤＫ,80,1998年,ＲＣ,住宅,住宅,１中住専,60.0,150.0,2023年第4四半期,改装済み,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸東,高井戸,6.0,6100000,１Ｋ,10,1984年,ＲＣ,住宅,住宅,準住居,60.0,300.0,2023年第4四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸東,高井戸,6.0,65000000,２ＬＤＫ,50,2011年,ＲＣ,住宅,住宅,近隣商業,80.0,300.0,2023年第4四半期,改装済み,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸東,高井戸,8.0,110000000,４ＬＤＫ,85,2013年,ＲＣ,住宅,住宅,近隣商業,80.0,300.0,2023年第4四半期,,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸東,浜田山,7.0,100000000,２ＬＤＫ,70,2017年,ＲＣ,住宅,住宅,２中住専,60.0,200.0,2025年第2四半期,改装済み,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸東,浜田山,7.0,100000000,２ＬＤＫ,75,2017年,ＲＣ,住宅,住宅,２中住専,60.0,200.0,2025年第2四半期,,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸東,浜田山,5.0,180000000,２ＬＤＫ,80,2009年,ＲＣ,住宅,住宅,１中住専,60.0,150.0,2025年第1四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸東,浜田山,7.0,88000000,２ＬＤＫ,70,2017年,ＲＣ,住宅,住宅,２中住専,60.0,200.0,2024年第4四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸東,浜田山,9.0,79000000,３ＬＤＫ,65,2013年,ＲＣ,住宅,住宅,準住居,60.0,300.0,2024年第3四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸東,浜田山,7.0,350000000,,160,2009年,ＲＣ,住宅,,１低住専,50.0,100.0,2024年第3四半期,,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸東,浜田山,9.0,97000000,３ＬＤＫ,70,2013年,ＲＣ,住宅,住宅,１低住専,40.0,80.0,2024年第2四半期,,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸東,浜田山,5.0,150000000,３ＬＤＫ,80,2009年,ＲＣ,住宅,住宅,１中住専,60.0,150.0,2024年第2四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,高井戸東,浜田山,9.0,96000000,３ＬＤＫ,75,2013年,ＲＣ,住宅,住宅,１低住専,40.0,80.0,2024年第1四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,成田西,浜田山,16.0,72000000,３ＬＤＫ,75,2003年,ＲＣ,住宅,住宅,１低住専,40.0,80.0,2025年第2四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,成田西,浜田山,16.0,64000000,３ＬＤＫ,80,1987年,ＲＣ,住宅,住宅,２種住居,60.0,200.0,2024年第4四半期,改装済み,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,成田西,南阿佐ケ谷,11.0,62000000,３ＬＤＫ,65,2000年,ＲＣ,住宅,住宅,１低住専,40.0,80.0,2024年第3四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,成田東,新高円寺,13.0,12000000,１Ｋ,15,1992年,ＲＣ,住宅,住宅,近隣商業,80.0,300.0,2025年第2四半期,改装済み,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,成田東,新高円寺,11.0,16000000,１ＤＫ,25,1972年,ＲＣ,住宅,住宅,近隣商業,80.0,300.0,2025年第2四半期,改装済み,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,成田東,新高円寺,11.0,9000000,２ＤＫ,30,1972年,ＲＣ,住宅,住宅,近隣商業,80.0,300.0,2024年第4四半期,,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,成田東,新高円寺,11.0,17000000,１ＤＫ,25,1972年,ＲＣ,住宅,住宅,近隣商業,80.0,300.0,2024年第2四半期,改装済み,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,成田東,新高円寺,4.0,18000000,１Ｋ,20,1998年,ＲＣ,住宅,住宅,商業,80.0,400.0,2024年第1四半期,,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,成田東,西永福,14.0,71000000,３ＬＤＫ,70,2015年,ＲＣ,住宅,住宅,１低住専,50.0,100.0,2024年第2四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,成田東,西永福,14.0,70000000,３ＬＤＫ,70,2015年,ＲＣ,住宅,住宅,１低住専,50.0,100.0,2024年第1四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,成田東,西永福,14.0,70000000,３ＬＤＫ,65,2015年,ＲＣ,住宅,住宅,１低住専,50.0,100.0,2023年第4四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,成田東,南阿佐ケ谷,6.0,120000000,３ＬＤＫ,70,2016年,ＲＣ,住宅,住宅,１低住専,50.0,100.0,2025年第3四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,成田東,南阿佐ケ谷,5.0,15000000,１Ｋ,15,1989年,ＲＣ,住宅,住宅,商業,80.0,400.0,2025年第2四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,成田東,南阿佐ケ谷,7.0,95000000,３ＬＤＫ,75,2003年,ＲＣ,住宅,住宅,１低住専,50.0,100.0,2025年第2四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,成田東,南阿佐ケ谷,6.0,45000000,１ＤＫ,35,2006年,ＲＣ,住宅,住宅,１中住専,60.0,200.0,2025年第2四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,成田東,南阿佐ケ谷,1.0,21000000,１Ｒ,30,1973年,ＲＣ,住宅,住宅,商業,80.0,400.0,2025年第2四半期,改装済み,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,成田東,南阿佐ケ谷,13.0,72000000,２ＬＤＫ,65,2010年,ＲＣ,住宅,住宅,１低住専,40.0,80.0,2025年第1四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,成田東,南阿佐ケ谷,0.0,65000000,１ＬＤＫ,35,2020年,ＲＣ,住宅,住宅,商業,80.0,500.0,2025年第1四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,成田東,南阿佐ケ谷,13.0,7800000,２ＬＤＫ,65,2010年,ＲＣ,住宅,住宅,１低住専,40.0,80.0,2025年第1四半期,,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,成田東,南阿佐ケ谷,6.0,40000000,,30,2006年,ＲＣ,住宅,住宅,１中住専,60.0,200.0,2025年第1四半期,改装済み,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,成田東,南阿佐ケ谷,6.0,110000000,３ＬＤＫ,75,2016年,ＲＣ,,住宅,１低住専,50.0,100.0,2024年第4四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,成田東,南阿佐ケ谷,5.0,150000000,３ＬＤＫ,90,2016年,ＲＣ,住宅,住宅,１低住専,50.0,100.0,2024年第4四半期,改装済み,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,成田東,南阿佐ケ谷,13.0,64000000,３ＬＤＫ,60,1994年,ＲＣ,住宅,住宅,１低住専,50.0,100.0,2024年第4四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,成田東,南阿佐ケ谷,5.0,50000000,２ＬＤＫ,55,1990年,ＳＲＣ,住宅,,商業,80.0,400.0,2024年第4四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,成田東,南阿佐ケ谷,5.0,81000000,２ＬＤＫ,60,,ＲＣ,住宅,住宅,１低住専,50.0,100.0,2024年第3四半期,,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,成田東,南阿佐ケ谷,9.0,6800000,１Ｒ,10,1984年,ＲＣ,住宅,住宅,１中住専,60.0,200.0,2024年第3四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,成田東,南阿佐ケ谷,6.0,73000000,１ＬＤＫ＋Ｓ,50,2006年,ＲＣ,住宅,住宅,１中住専,60.0,200.0,2024年第3四半期,改装済み,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,成田東,南阿佐ケ谷,1.0,11000000,１ＬＤＫ,30,1973年,ＲＣ,住宅,住宅,商業,80.0,400.0,2024年第2四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,成田東,南阿佐ケ谷,1.0,15000000,１ＤＫ,30,1973年,ＲＣ,住宅,住宅,商業,80.0,400.0,2024年第2四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,成田東,南阿佐ケ谷,8.0,8700000,１Ｋ,15,1985年,ＲＣ,住宅,住宅,商業,80.0,400.0,2024年第2四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,成田東,南阿佐ケ谷,1.0,26000000,１ＬＤＫ,30,1973年,ＲＣ,住宅,その他,商業,80.0,400.0,2024年第2四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,成田東,南阿佐ケ谷,0.0,97000000,１ＬＤＫ,55,2020年,ＲＣ,住宅,住宅,商業,80.0,500.0,2024年第2四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,成田東,南阿佐ケ谷,1.0,19000000,１Ｋ,30,1973年,ＲＣ,住宅,住宅,商業,80.0,400.0,2024年第1四半期,改装済み,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,成田東,南阿佐ケ谷,7.0,9600000,１Ｒ,15,1984年,ＲＣ,住宅,住宅,１中住専,60.0,200.0,2024年第1四半期,改装済み,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,成田東,南阿佐ケ谷,5.0,14000000,１Ｋ,15,1989年,ＲＣ,住宅,その他,商業,80.0,400.0,2024年第1四半期,,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,成田東,南阿佐ケ谷,5.0,88000000,２ＬＤＫ,65,2016年,ＲＣ,住宅,住宅,１低住専,50.0,100.0,2024年第1四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,成田東,南阿佐ケ谷,6.0,110000000,３ＬＤＫ,80,2016年,ＲＣ,住宅,住宅,１低住専,50.0,100.0,2024年第1四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,成田東,南阿佐ケ谷,12.0,11000000,１Ｒ,20,1991年,ＲＣ,住宅,,近隣商業,80.0,300.0,2023年第4四半期,,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,成田東,南阿佐ケ谷,4.0,22000000,１ＤＫ,30,1998年,ＲＣ,住宅,住宅,商業,80.0,400.0,2023年第4四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,成田東,南阿佐ケ谷,6.0,51000000,１ＬＤＫ,45,2007年,ＲＣ,住宅,住宅,近隣商業,80.0,300.0,2023年第4四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,成田東,南阿佐ケ谷,12.0,28000000,１ＬＤＫ,30,2004年,ＲＣ,住宅,住宅,近隣商業,80.0,300.0,2023年第4四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,成田東,南阿佐ケ谷,6.0,110000000,３ＬＤＫ,70,2016年,ＲＣ,住宅,住宅,１低住専,50.0,100.0,2023年第4四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,成田東,南阿佐ケ谷,1.0,65000000,１ＬＤＫ,40,2020年,ＲＣ,住宅,住宅,商業,80.0,500.0,2023年第4四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,西荻北,西荻窪,9.0,89000000,３ＬＤＫ,75,2000年,ＲＣ,住宅,住宅,１低住専,50.0,100.0,2025年第3四半期,改装済み,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,西荻北,西荻窪,12.0,77000000,２ＬＤＫ＋Ｓ,65,2004年,ＲＣ,住宅,住宅,１中住専,60.0,200.0,2025年第3四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,西荻北,西荻窪,11.0,26000000,１Ｋ,30,2000年,ＲＣ,住宅,住宅,１中住専,60.0,200.0,2025年第3四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,西荻北,西荻窪,3.0,16000000,１Ｋ,15,1991年,ＲＣ,住宅,住宅,近隣商業,80.0,300.0,2025年第1四半期,,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,西荻北,西荻窪,1.0,24000000,１Ｋ,20,2002年,ＳＲＣ,住宅,,商業,80.0,500.0,2025年第1四半期,,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,西荻北,西荻窪,4.0,45000000,１Ｋ,40,1998年,ＲＣ,住宅,住宅,１中住専,60.0,200.0,2025年第1四半期,,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,西荻北,西荻窪,4.0,83000000,２ＬＤＫ,60,2001年,ＲＣ,住宅,住宅,２中住専,60.0,200.0,2024年第4四半期,改装済み,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,西荻北,西荻窪,7.0,25000000,１Ｋ,20,2009年,ＲＣ,住宅,住宅,１中住専,60.0,200.0,2024年第4四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,西荻北,西荻窪,4.0,75000000,２ＬＤＫ,60,1992年,ＲＣ,住宅,住宅,近隣商業,80.0,300.0,2024年第4四半期,改装済み,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,西荻北,西荻窪,4.0,47000000,１ＬＤＫ,40,2012年,ＲＣ,住宅,住宅,１低住専,60.0,150.0,2024年第4四半期,,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,西荻北,西荻窪,4.0,79000000,３ＬＤＫ,70,1992年,ＲＣ,住宅,住宅,近隣商業,80.0,300.0,2024年第4四半期,改装済み,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,西荻北,西荻窪,3.0,80000000,２ＬＤＫ,55,2012年,ＲＣ,住宅,住宅,近隣商業,80.0,300.0,2024年第4四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,西荻北,西荻窪,6.0,44000000,１ＬＤＫ,35,2021年,ＲＣ,住宅,住宅,１低住専,60.0,150.0,2024年第3四半期,未改装,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,西荻北,西荻窪,7.0,35000000,１ＬＤＫ,40,1973年,ＲＣ,住宅,住宅,１中住専,60.0,200.0,2024年第3四半期,改装済み,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,西荻北,西荻窪,2.0,83000000,２ＬＤＫ,60,2002年,ＳＲＣ,住宅,住宅,商業,80.0,500.0,2024年第3四半期,改装済み,
中古マンション等,不動産取引価格情報,13115,東京都,杉並区,西荻北,西荻窪,8.0,35000000,２ＬＤＫ,65,2000年,ＲＣ,住宅,住宅,１低住専,60.0,150.0,2024年第3四半期,未改装,
